Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
503,11557636,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7103,Rocky Mountain Alpine Turf,4.B.1.NbM099G314E503
504,22578,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7101,Mediterranean California Alpine Dry Tundra,4.B.1.NbM099G314E504
505,7598,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,5101,Mediterranean California Alpine Fell-Field,4.B.1.NbM099G314E505
506,329572,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G317,North Pacific Alpine-Subalpine Dwarf-Shrubland & Heath,5102,"North Pacific Dry and Mesic Alpine Dwarf-Shrubland, Fell-field and Meadow",4.B.1.NbM101G317E506
507,439942,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,5104,Rocky Mountain Alpine Tundra/Fell-field/Dwarf-shrub Map Unit,4.B.1.NbM099G314E507
508,324059,0.76078,0.87843,0.07059,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M073,"Vancouverian Lowland Marsh, Wet Meadow & Shrubland",G525,Temperate Pacific Freshwater Wet Mudflat,3401,Temperate Pacific Intertidal Mudflat,2.C.4.NbM073G525E508
509,84938,0.25098,0.87843,0.92941,5,Aquatic Vegetation,5.A,Saltwater Aquatic Vegetation,5.A.3,Benthic Vascular Saltwater Vegetation,5.A.3.We,Temperate Seagrass Aquatic Vegetation,M184,Temperate Pacific Seagrass Intertidal Vascular Vegetation,G373,Temperate Pacific Seagrass,9107,Mediterranean California Eelgrass Bed,5.A.3.WeM184G373E509
510,133600,0.25098,0.87843,0.92941,5,Aquatic Vegetation,5.A,Saltwater Aquatic Vegetation,5.A.3,Benthic Vascular Saltwater Vegetation,5.A.3.We,Temperate Seagrass Aquatic Vegetation,M184,Temperate Pacific Seagrass Intertidal Vascular Vegetation,G373,Temperate Pacific Seagrass,9102,North Pacific Maritime Eelgrass Bed,5.A.3.WeM184G373E510
511,2559,0,0.77255,1,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9808,South-Central Interior Large Floodplain - Herbaceous Modifier,1.B.3.NaM029G673E511
512,57744,0,0.77255,1,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9807,East Gulf Coastal Plain Large River Floodplain Forest - Herbaceous Modifier,1.B.3.NbM031G033E512
513,1936,0,0.56078,1,5,Aquatic Vegetation,5.B,Freshwater Aquatic Vegetation,5.B.2,Temperate & Boreal Freshwater Aquatic Vegetation,5.B.2.Na,North American Freshwater Aquatic Vegetation,M109,Western North American Freshwater Aquatic Vegetation,G544,Western North American Temperate Freshwater Aquatic Bed,9225,Temperate Pacific Freshwater Aquatic Bed,5.B.2.NaM109G544E513
514,86117,0.83922,0.83922,0.83922,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G563,"California Cliff, Scree & Rock Vegetation",3213,Central California Coast Ranges Cliff and Canyon,6.B.1.NbM887G563E514
515,8314,0.83922,0.83922,0.83922,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G563,"California Cliff, Scree & Rock Vegetation",3406,Mediterranean California Serpentine Barrens,6.B.1.NbM887G563E515
516,156596,0.83922,0.83922,0.83922,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G563,"California Cliff, Scree & Rock Vegetation",3212,Southern California Coast Ranges Cliff and Canyon,6.B.1.NbM887G563E516
517,14973,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3206,Central Interior Acidic Cliff and Talus,6.B.1.NAM111G106E517
518,239457,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G841,Central Midwest-Interior Cliff & Rock Vegetation,3205,Central Interior Calcareous Cliff and Talus,6.B.1.NAM111G106E518
519,2709,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3302,East Gulf Coastal Plain Dry Chalk Bluff,6.B.1.NAM111G106E519
520,1292,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3208,North-Central Appalachian Acidic Cliff and Talus,6.B.1.NAM111G106E520
521,51669,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3207,North-Central Appalachian Circumneutral Cliff and Talus,6.B.1.NAM111G106E521
522,14741,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3220,Southern Appalachian Montane Cliff,6.B.1.NAM111G106E522
523,62119,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3219,Southern Interior Acid Cliff,6.B.1.NAM111G106E523
524,2096,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3221,Southern Interior Calcareous Cliff,6.B.1.NAM111G106E524
525,10252,0.76078,0.78824,0.74902,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate Cliff, Scree & Rock Vegetation",M111,Eastern North American Cliff & Rock Vegetation,G106,Eastern North American Temperate Cliff Vegetation,3210,Southern Piedmont Cliff,6.B.1.NAM111G106E525
526,386,0.76078,0.78824,0.70588,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G670,Central & Southern Appalachian Rocky Outcrop,3602,Southern Appalachian Granitic Dome,2.B.2.NcM506G670E526
527,6161,0.76078,0.78824,0.70588,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G670,Central & Southern Appalachian Rocky Outcrop,3506,Southern Appalachian Rocky Summit,2.B.2.NcM506G670E527
528,15856,0.76078,0.78824,0.70588,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M506,Eastern North American Grassland & Shrubland,G671,Piedmont Dome & Flatrock Vegetation,3606,Southern Piedmont Granite Flatrock,2.B.2.NcM509G671E528
529,3311993,0.78431,0.78431,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G565,"Rocky Mountain Cliff, Scree & Rock Vegetation",3202,"Rocky Mountain Cliff, Canyon and Massive Bedrock",6.B.1.NbM887G565E529
530,314291,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3214,Klamath-Siskiyou Cliff and Outcrop,6.B.1.NbM887G573E530
531,641466,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G318,"North Vancouverian Montane Bedrock, Cliff & Talus Vegetation",3209,"North Pacific Montane Massive Bedrock, Cliff and Talus",6.B.1.NbM887G318E531
532,26013,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3404,North Pacific Serpentine Barren,6.B.1.NbM887G573E532
533,430411,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G318,"North Vancouverian Montane Bedrock, Cliff & Talus Vegetation",3604,North Pacific Active Volcanic Rock and Cinder Land,6.B.1.NbM887G318E533
534,192579,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3215,Sierra Nevada Cliff and Canyon,6.B.1.NbM887G573E534
535,13992854,0.89804,0.89804,0.87843,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Na,"Eastern North American Temperate & Boreal Cliff, Scree & Rock Vegetation",M115,Great Plains Badlands Vegetation,G566,Great Plains Badlands Vegetation,3301,Western Great Plains Badland,6.B.1.NcM115G566E535
536,142945,0.76078,0.78824,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nc,"Great Plains Cliff, Scree & Rock Vegetation",M116,"Great Plains Cliff, Scree & Rock Vegetation",G567,"Great Plains Cliff, Scree & Rock Vegetation",3217,Southwestern Great Plains Canyon,6.B.1.NcM116G567E536
537,373805,0.76078,0.78824,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nc,"Great Plains Cliff, Scree & Rock Vegetation",M116,"Great Plains Cliff, Scree & Rock Vegetation",G567,"Great Plains Cliff, Scree & Rock Vegetation",3203,Western Great Plains Cliff and Outcrop,6.B.1.NcM116G567E537
538,207638,0.32941,0.34902,0.34118,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3303,North American Warm Desert Badland,3.A.2.NaM117G569E538
539,3550284,0.32941,0.34902,0.34118,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3201,North American Warm Desert Bedrock Cliff and Outcrop,3.A.2.NaM117G569E539
540,4051579,0.32941,0.34902,0.34118,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3605,North American Warm Desert Pavement,3.A.2.NaM117G569E540
541,5276439,0.32941,0.34902,0.34118,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3607,North American Warm Desert Volcanic Rockland,3.A.2.NaM117G569E541
542,29310710,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,3.B.1.NeM118G570E542
543,1263556,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,3.B.1.NeM118G570E543
544,16607,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3601,Geysers and Hot Springs,3.B.1.NeM118G570E544
545,8727346,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G775,Intermountain Sparsely Vegetated Dune Scrub & Grassland,3121,Inter-Mountain Basins Active and Stabilized Dune,3.B.1.NeM171G775E545
546,5201358,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,3.B.1.NeM118G570E546
547,6774927,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,3.B.1.NeM118G570E547
548,4690921,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,3.B.1.NeM118G570E548
549,7381907,0.92549,0.47059,0.9451,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G571,Rocky Mountain-Sierran Alpine Bedrock & Scree,3503,Rocky Mountain Alpine Bedrock and Scree,4.B.1.NBM099G571E549
550,7257659,0.92941,0.74118,0.94902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G319,North Pacific Alpine-Subalpine Bedrock & Scree,3504,Mediterranean California Alpine Bedrock and Scree,4.B.1.NbM101G319E550
551,369664,0.92941,0.74118,0.94902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G319,North Pacific Alpine-Subalpine Bedrock & Scree,3501,North Pacific Alpine and Subalpine Bedrock and Scree,4.B.1.NbM101G319E551
552,1727859,0.54902,0.56078,0.56863,12,Nonvascular & Sparse Vascular Rock Vegetation,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,3110,Unconsolidated Shore,8.EE552
553,6900933,0.54902,0.56078,0.56863,12,Nonvascular & Sparse Vascular Rock Vegetation,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,3105,Undifferentiated Barren Land,8.EE553
554,508373,0.54902,0.56078,0.56863,12,Nonvascular & Sparse Vascular Rock Vegetation,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,12.A,Barren,3502,North American Alpine Ice Field,8.EE554
555,854693,0.99608,0.85882,0.75686,7,Agricultural & Developed Vegetation,7.A,Woody Agricultural Vegetation,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,1401,Orchards Vineyards and Other High Structure Agriculture,7.AE555
556,1532431380,0.960784,0.960784,0.86275,7,Agricultural & Developed Vegetation,7.B,Herbaceous Agricultural Vegetation,7.B.1,Row & Close Grain Crop Cultural Formation,7.B.1,Herbaceous Agricultural Vegetation,7.B.1,Herbaceous Agricultural Vegetation,7.B.1,Row & Close Grain Crop Cultural Formation,1402,Cultivated Cropland,7.AE556
